com.samsung.health.sleep_stage,6195017,6,,,,,,,,
16:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,93a2ace7-014a-428c-b81a-d4d2eeb70531
17:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,4e4ac1b8-bca2-484c-9d67-913a8d9b5db9
18:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,f62d280b-a0f4-4c3d-84c3-846b128b49ed
19:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,4cec69ce-2bcb-462a-9c97-e0d4d5398c3a
39:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,40:00.0,46148707-f045-4809-b105-38054b3611a4
40:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,47:00.0,71a7197a-28c3-4cc1-b1e6-29fa7a3737de
47:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,50:00.0,ac3ccad4-89b3-4877-96f8-7a3a5a6c3f3e
50:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,51:00.0,ac8ff971-29c2-47fa-b569-2df81c399971
51:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,bfaa6523-a029-4ebc-96b7-92d871dd5aec
52:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,d97c62b8-0a1f-4cf5-9b49-5bafbb9b26d0
58:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,753fcf3b-b2c5-44bc-a53f-8bd85b662565
59:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,eaa25ba7-7254-4c6e-9886-3ecf54311bce
18:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,2fa5424d-ce9a-40c1-88bc-97e853f2a32a
19:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,29e776aa-48ba-485f-9098-4fd82959a595
22:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,0b05615e-177d-47aa-b9d2-4daf68efc6b3
24:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,26:00.0,1026ad0b-e050-4c60-8bd7-cd49db9819f5
26:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,27:00.0,435ddb68-9c66-435a-8602-003c008f98c0
27:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,83680800-d843-4f39-8f53-d59350f73875
58:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,77eb4e0b-7e1f-4925-b225-93920be5619a
00:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,136a5468-2495-4fcb-99a8-a8aea94c25f6
04:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,10c910b3-1573-4571-8296-e6b86fd46dbb
05:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,07e27021-cb36-464e-84ba-6fe1ce5c0873
06:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,2307fbe8-45b2-4354-8c10-ee73d9963f98
30:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,1bfc197c-6b17-4cb2-b8d3-adee00a01a83
32:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,8ab8e242-e29d-4643-b4ed-3605c280ebef
35:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,f0fbfaa6-c371-48d6-8955-48c3f6b2ea38
36:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,47:00.0,c994a639-09af-446e-be48-6c4e636a64fe
47:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,48:00.0,c6243dd2-8f3d-4446-b823-83cbe34a34a2
48:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,59:00.0,e7d59c64-f333-4e41-80c7-04e4dd3e642d
59:00.0,f8333b9a-bd9d-4045-8a79-e5d4cf972100,,10:11.4,10:11.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,3d4f18ac-f1ab-41d3-8bee-0a59a84f8e06
03:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,16:00.0,39a8d987-184b-443b-b51a-c96faf9d7482
16:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,19:00.0,b15ac7e1-42ea-4c9f-9171-9d91cb7f7c66
19:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,f998d62e-a9c8-4e97-a6fb-ba7befdf1d0f
33:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,bd9d2d8a-38d6-45c5-a973-43b24d4479de
53:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,8731168f-ce8e-404c-966b-562504c8b496
05:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,1d27ef35-ad5d-4150-941c-58e44e297706
06:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,054d43d6-14dd-42a9-b552-adb4e017a7e9
08:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,23:00.0,af6d2918-a085-485d-bf6b-59dd0a71c10e
23:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,f14342c2-3fb5-49ca-93da-92e29393e9a2
24:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,31:00.0,51914f83-c051-4266-b491-918b4a5f05c1
31:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,74fd16d1-c015-4965-83ad-4cbff1cb7d44
32:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,386909db-1040-4adb-80f2-29e3b6fb0dd6
35:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,6d83e119-3220-42a0-b6be-2ad27386f818
42:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,d25acf68-16e1-4cb1-8ba3-013c46f895bc
43:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,2d2bb04d-70b2-436d-826b-2bbf0f538009
03:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,a7b3fb3d-5286-4b25-bf49-c8f4bc2a425d
04:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,493a40e0-5996-43ae-8097-ca159a459c5e
06:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,c5cc3ce4-fd3e-41a6-ace8-e49366fba377
09:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,d311248a-09be-4fb1-aef0-d80043903253
10:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,19c64886-dc40-4431-ad17-19ac2f4bb58d
32:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,6e0f6cc3-4a26-4558-aa0c-1785e18eacd3
33:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,6f08d53f-f09e-4d26-9ecf-3289cb6e2c1b
35:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,2154fa6d-9c55-4b11-ae44-c11ae66211db
36:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,47:00.0,3e3516d8-ce4d-4cd1-a701-02b44982713e
47:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,52:00.0,e70465c3-0ef1-401a-a8c2-4ec89e8820bd
52:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,53:00.0,76fb3b8f-dc95-40a9-a06a-3e3b5af6c530
53:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,56:00.0,eb206060-5f41-4f4d-a077-a2ea8f86aeaa
56:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,80320cf0-2537-4e9f-bc99-33271c6ccf7d
58:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,01:00.0,1f217f03-c84e-46fd-93bb-f8ed98bbe341
01:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,02:00.0,759a68c1-7133-4e0f-befd-2ccc5b368e94
02:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,e9ea7e3a-8609-4005-a8ee-710d7b54af21
03:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,b8469d79-22a6-45d4-a0c8-040a696973cd
04:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,e6791e44-5e5a-422c-ad3d-4af1e50df95c
05:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,5921ef1f-a6e7-4f04-b0f2-86355073a684
11:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,b1d1f8ec-b7d2-4cc3-a7fa-de53d5148af6
14:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,34:00.0,e1b735c8-d2d0-437d-bbca-74943c0b13e3
34:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,0f27003b-4a24-4e6d-8879-a4dbde5081db
36:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,1c870471-5366-4390-b843-740ef6d423c1
39:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,47:00.0,71cc1474-c9c4-41cc-8c03-2db9ee8f3110
47:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,54:00.0,791b696a-3370-489f-9741-49c1c2f2571c
54:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,04:00.0,106bd6da-e0b8-40a7-97ed-c5d8fd1efcd7
04:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,06:00.0,a55b6b49-2082-49f4-81f0-22feafefff58
06:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,14:00.0,1b92b1f6-e8ca-48d2-8873-641fbda70b54
14:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,15:00.0,b5e8f58b-7db2-474a-adf5-2aaf0acc6250
15:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,17:00.0,851a457e-2021-427d-9c3f-addd5f23247a
17:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,18:00.0,988c50f8-2fbb-4ebf-ba5c-5d67bf8d058d
18:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,26:00.0,7dc0a430-8d58-4aca-a4b9-82dea578714a
26:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,27:00.0,178d5166-fcff-4ee0-a695-b73f14781bb2
27:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,28:00.0,18e601a9-9b31-4d21-9b4f-bb8dcbe6b934
28:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,31:00.0,db586e04-3167-4434-afe3-1dd6f2d4ebdb
31:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,e86e88e0-2d5e-4d29-8926-6faa95820f1e
32:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,33:00.0,d30adb5e-a8d5-47fe-b8cd-207594e4822c
33:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,b2c9f24c-7e34-4358-b588-4107ba60df6b
44:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,46:00.0,13747c4f-af2b-4210-9ee8-9ce40cef6524
46:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,20:00.0,46c53fbd-f488-4830-a5f8-ed65b22a8b22
20:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,059905d3-35d2-45c8-b00c-bf97137a9506
22:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,d0af1f68-a185-4b37-8220-83280b23e74c
36:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,38:00.0,fa5f1b5d-f3e7-4438-9fab-991e32485dbf
38:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,39:00.0,fd6a972b-bcc0-4c46-9cc2-970a35051643
39:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,1125bf84-5f1b-4ba6-b533-3be556e6039d
41:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,58:00.0,93279205-aad0-4cd0-b14b-8b07b0db78b3
58:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,7912849a-6ca7-4102-b539-a235727b0fe8
05:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,11:00.0,3d0c9b89-2c5c-4105-9f29-bb3448efaf3d
11:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,98fc7812-48b0-4b8c-9edd-b70611bd1620
12:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,22:00.0,f723ec59-ca1d-4134-b7ae-658b736fd32b
22:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,24:00.0,9f5ec847-1389-4bff-9b92-01ea64ab3ebb
24:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,31:00.0,dfa6786a-a7af-4044-8f48-f73dccf92f06
31:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,32:00.0,9f38d457-7e9b-497f-8625-0efa3959bd3f
32:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,41:00.0,a0ff18e9-9c83-439c-b488-f5e02bdb1e63
41:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,42:00.0,89e355c4-9af3-4a64-9f84-59b7eccce03e
42:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,43:00.0,31ef1897-816e-42a7-a1fc-093e6d71a386
43:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,44:00.0,1eb78ea9-a750-45e3-aeee-deba611f4b65
44:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,47:00.0,78c59a20-b339-4087-bbac-a229cd9deca2
47:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,00:00.0,3db63bfb-7ca4-4956-8736-586bb1e7c00a
00:00.0,c9d1071e-ae40-4939-b05c-6acca9329cb2,,07:00.4,07:00.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,03:00.0,3565cf58-6b7e-494c-8825-7666f8faa902
48:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,01:00.0,2982ecf3-5307-466f-8c59-df17af63d7df
01:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,05:00.0,14015b21-527f-483e-93a1-e8e0c2800b1e
05:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,b3dd73ad-50fd-40b8-a78a-561f9d5c1192
07:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,bebf251c-d268-4cf1-a18b-1f24ac8a8605
08:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,ce7ed829-e621-4659-a342-b447c89ec583
09:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,12:00.0,b398cde7-ff87-48ab-bbe9-f572f60397c7
12:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,26:00.0,26e9c28d-bc21-4db9-a89d-38a861ac0ba7
26:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40003,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,49:00.0,25b6b911-6bc5-4b01-9db9-b41144a4e69d
49:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,95b3074b-2ab4-4b3c-acf5-6dd56c6fe322
07:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,08:00.0,0541f8ad-4cd1-4fe4-9cc7-4797020034c2
08:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,09:00.0,4d345a92-54f4-4009-a3b6-a036ee575d1d
09:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,10:00.0,72bf6604-e376-4b7d-981f-cd59620f7a47
10:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,29:00.0,fcb08ec9-7827-4ec5-83d5-d70d6f84c408
29:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,30:00.0,ba76ebb6-31e3-471b-ac5c-affb598c0a21
30:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,35:00.0,397bce41-166a-4f77-b804-ee8441dddc89
35:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40004,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,36:00.0,4c07797c-079a-47d7-b585-af61604595bf
36:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40001,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,37:00.0,862abf16-06c3-4ef4-8272-c7cb3e5c2575
37:00.0,7a1ad79d-2f2b-4654-a9ca-9be6fae3bafb,,01:53.4,01:53.4,40002,UTC+0900,6fPiwL19M5,com.sec.android.app.shealth,07:00.0,ff43687b-9f04-4fa8-9a5b-142c6e1c2d7e
